"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"Kebakaran Hutan Meluas di Prancis, 10.000 Hektare terbakar https://t.co/oZknIDZY3s",1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"Luas wilayah yang dilalap api ini bertambah dibandingkan sehari sebelumnya, yakni 7.300 hektar. #kumparanNEWS https://t.co/A7SlJVHli1",1
"@IndonesiaR4Y4 @sinaga_mangaraj ""SATU SISTEM MAHA SEMPURNA dan ABADI"" itu sulit dibayangkan BERLAKUNYA ketika diberi tahu: gerak udara di arena kebakaran hutan, gerak air samudera, gerak semua makhluk, gerak jiwa manusia, SEMUA TERSISTEM dan terjadi berulang periodikal tiap ""X+Y miliar tahun""
🤔TAK MASUK AKAL🤔",1
"Babinsa Nagari Lubuk Alai Koramil 07 Kapur IX Kodim 0306/50 Kota Serda Surianto meminta kepada masyarakat agar tidak membuka lahan dengan cara membakar hutan, hal ini untuk mencegah terjadinya kebakaran hutan dan lahan (karhutla) yang kerap terjadi pada saat musim kemarau tiba. https://t.co/mrToSTmXm0",1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"Luas wilayah yang dilalap api ini bertambah dibandingkan sehari sebelumnya, yakni 7.300 hektar. #kumparanNEWS https://t.co/A7SlJVHli1",1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"Hindari Kebakaran Hutan, Polsek Pahae Julu Patroli Kawasan Hutan. https://t.co/OI0UCITlwz",1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
Gelombang Panas Eropa: Kebakaran Hutan Menyebar di Mediterania https://t.co/0duG0iOudZ,1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
@Windayulistari2 Wkwkw mudah2an ya ga sampe kebakaran hutan 🙃,1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"VIDEO: Hutan di Malaga Kebakaran, Ribuan Orang Dievakuasi https://t.co/pXyuaeHd4V",1
"VIDEO: Hutan di Malaga Kebakaran, Ribuan Orang Dievakuasi https://t.co/pXyuaeHd4V",1
Api Mengamuk! Kebakaran Hutan di Prancis Hancurkan Rumah dan Pemukiman Warga https://t.co/LC72z24khM,1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"VIDEO: Hutan di Malaga Kebakaran, Ribuan Orang Dievakuasi https://t.co/pXyuaeHd4V",1
[VIDEO] Kebakaran Hutan di Prancis Hancurkan Rumah dan Pemukiman https://t.co/5XjYuuXFjI #vlix,1
"Kebakaran Hutan di Perancis Terus Meluas, Puluhan Ribu Jiwa Terpaksa Dievakuasi https://t.co/veBXlDZpmo",1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"@SantorinisSun Anomali iklim berdampak tidak baik bagi semua bangsa di dunia, gagal panen, kebakaran hutan dll
Anomali otak manusia dampaknya gk kalah ngeri, etika,budaya, hukum gk perduli,",1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"#BHdunia Suhu di Sepanyol cecah 37 darjah Celsius ketika baru menjelang jam 7 pagi; cuaca panas terik cetus kebakaran hutan besar-besaran di beberapa negara

https://t.co/URbzdwQHr0",1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"Sebut aja banjir, gunung meletus, gempa, tanah longsor, dan bahkan akhir-akhir ini angin puting beliung pun mulai sering menghampiri negeri ini. Kalau sedang musim kemarau, maka bencana kebakaran hutan dan kekeringan yg harus dihadapi

#GP2022 #resiliensi",1
"#BHdunia Suhu di Sepanyol cecah 37 darjah Celsius ketika baru menjelang jam 7 pagi; cuaca panas terik cetus kebakaran hutan besar-besaran di beberapa negara

https://t.co/URbzdwQHr0",1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
Ratusan Orang Dievakuasi dari Rumah Ditengah Kebakaran Hutan yang Terus Berkobar di Prancis https://t.co/PQ3BcdnMDy,1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
Penduduk di Portugal diarah berpindah susulan kebakaran hutan https://t.co/gnQhKwhRx9,1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"@valentina_rama Thanks mbak...Gbu. Walaupun cuaca di kotaku mendung krn hujan sejak kemarin sore,  tapi aku anggap ini huja berkat. Lihat berita katanya lagi ada kebakaran hutan di negara lain krn cuaca panas. Kita syukuri aja apa yang Tuhan kasih sampai hari ini.👍🏽😃🙏🏻😊",1
Penduduk di Portugal diarah berpindah susulan kebakaran hutan https://t.co/gnQhKwhRx9,1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"Hai Sobat Info BMKG Kalbar,
Waspada potensi kemudahan terjadinya kebakaran hutan dan lahan di wilayah Kalimantan Barat tanggal 16 s.d 19 Juli 2022
#karhutla 
#karhutlakalbar 
#infobmkgkalbar 
#cuacakalbar https://t.co/LKxKsAVj5q",1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"Antisipasi Kebakaran Hutan Dan Lahan, Babinsa Patroli Karhutlah Bersama Warga https://t.co/HwTiDl7fCb https://t.co/aktnOv3JB3",1
Kebakaran hutan di sebilangan negara semakin marak dan sukar dikawal. https://t.co/RBrpmY9CWR,1
Kebakaran hutan di sebilangan negara semakin marak dan sukar dikawal. https://t.co/RBrpmY9CWR,1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
@catchmeupid di indonesia.udah nyadarin.semua daerah udh mulai menanam pohon2 serta kebakaran hutan yg meskioun mash ada tp udh berkurang .kecuali di jakarta.......pohon2 di monaspun di jadikan meuble.,1
"Lebih 3,000 anggota bomba bertungkus-lumus memadam kebakaran itu bersama komuniti setempat.

#AWANInews #AWANIpagi

https://t.co/MAOqR6Nq4D",1
Informasi Cuaca Kalimantan Barat Hari Ini: Waspada Kebakaran Hutan dan Lahan di Kalimantan Barat - Ini Data Ini Data disampaikan BMKG soal informasi cuaca Kalimantan Barat hari ini terkait waspada kebakaran hutan dan lahan di Kalimantan Barat.... https://t.co/Voqdibonwz,1
"Semoga saja akhir pekan bersama orang terkasih menyenangkan ya sobat @rosadijamani . . 
Teruslah menyemai kebaikan untuk sesama, tanpa pamrih, dan juga tanpa ungkitan.
Tanamkanlah soal penanaman nilai-nilai keikhlasan*

https://t.co/dx46TNfvqs",1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"@splash_888 @budimandjatmiko @jokowi Petani Sawit 17 juta? 😮😮😮😮
Apa lahan hutan banyak yg diubah jadi lahan sawit? Terus kayu hutannya dikemanain? Pantas sering terjadi kebakaran hutan. Mungkin ini biang keroknya.",1
Kemitraan membangun program untuk memfasilitasi penguatan para pihak dalam pencegahan dan penanggulangan kebakaran hutan dan lahan. Adanya penguatan para pihak diharapkan dapat mengubah paradigma penanganan kebakaran hutan dan lahan dari pemadaman api ... https://t.co/lcS40S36l9,1
"Ulah Perusahaan Sawit dan Tambang.

Foto Kebakaran Hutan di Prancis yang Meluas, 10.000 Jiwa Dievakuasi https://t.co/zb3WYW52kZ",1
"Pemda #Gironde tingkatkan kewaspadaan akibat kebakaran hutan yg meluas hingga 8000 hektar

WNI di wilayah Gironde tetap waspada &amp; perhatikan pengumuman Pemerintah setempat

No.telepon penting: 
Ambulans: 15
Polisi: 17
Pemadam Kebakaran: 18
Hotline Perlindungan WNI: +33621122109 https://t.co/6u6CT6u1g0",1
"Ulah Perusahaan Sawit dan Tambang.

Foto Kebakaran Hutan di Prancis yang Meluas, 10.000 Jiwa Dievakuasi https://t.co/zb3WYW52kZ",1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"Kebakaran menghanguskan hampir 5.000 hektar pohon pinus di Gironde, Prancis terus meluas. Setidaknya 10.000 jiwa dievakuasi. https://t.co/zwPP7VNIA9",1
Riset : Kepunahan Massal Purba di Bumi Disebabkan Oleh Kebakaran Hutan Masif https://t.co/2pAv2809Vl #RISET #SAINS #bumi #kebakaran #kepunahan https://t.co/yminbFz6jY,1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"Kebakaran menghanguskan hampir 5.000 hektar pohon pinus di Gironde, Prancis terus meluas. Setidaknya 10.000 jiwa dievakuasi. https://t.co/zwPP7VNIA9",1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
@shallhar Podo Mbak. Nang kene panas banget campur kebakaran hutan gak mari-mari😞 Rekor deingi sampek 47°C,1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
Kebakaran hutan di maroko utara https://t.co/cbyZjmRagH,1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
Kebakaran hutan di maroko utara https://t.co/cbyZjmRagH,1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"BUMI KIAN PANAS?

Kalau korang selalu ikuti siaran berita dunia, mesti perasan kan setiap hari ada sahaja berlaku kebakaran hutan secara semulajadi,

Kelmarin dilaporkan di US, hari ini pula di China, dan ini disebabkan satu alasan sahaja, iaitu kepanasan yang melampau, https://t.co/AtNSkDoO3a",1
"Kebakaran Hutan Menyebar di Prancis, 480 Orang Dievakuasi https://t.co/38Fm0rZCfD",1
https://t.co/JGDYmOiPPn,1
Diharapkan masyarakat memiliki mata pencaharian tambahan selain dari pertanian yang selama ini dilakukan secara berpindah yang kemungkinan menjadi pemicu terjadinya kebakaran hutan dan lahan.,1
